name,numel,max_abs,min_abs_nonzero,dynamic_range,frac_bits,q_format,step,rel_err_max,rel_err_mean,group,dataset
backbone.proc_embs_block.layer_norm.out,0,5.2148518562316895,4.515990257263184,1.1547526808421495,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_embs_block.relu.in,0,8.523270606994629,7.036072731018066,1.211367609862864,,INT8,0.06711236698420968,,,int8 requant (ReLU input),DVS128_11
backbone.proc_event_blocks.0.seq_init.2.in,0,4.024321556091309,2.1844475269317627,1.8422605745736549,,INT8,0.03168757130780558,,,int8 requant (ReLU input),DVS128_11
backbone.proc_event_blocks.0.seq_init.5.in,0,1.8592618703842163,1.2035599946975708,1.5448019862536304,,INT8,0.014639857247119813,,,int8 requant (ReLU input),DVS128_11
backbone.proc_memory_blocks.0.cross_attention.gelu1.in,0,4.870962619781494,3.484415054321289,1.397928359235115,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.cross_attention.gelu1.out,0,4.698887348175049,2.9107954502105713,1.614296651396485,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.cross_attention.gelu2.in,0,5.686697006225586,3.814552068710327,1.490790243203632,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.cross_attention.gelu2.out,0,5.686697006225586,3.4785540103912354,1.6347876126799017,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.cross_attention.layer_norm_1.centered,0,100869.6953125,0.7695747017860413,131072.0,-2.0,Q17.-2,4.0,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.cross_attention.layer_norm_1.hat,0,5.357217788696289,3.855013847351074,1.3896753684496972,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.cross_attention.layer_norm_1.in,0,101887.796875,0.7773422002792358,131072.0,-2.0,Q17.-2,4.0,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.cross_attention.layer_norm_1.out,0,5.273365497589111,3.798973560333252,1.3881027108613315,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.cross_attention.layer_norm_2.centered,0,4.514151573181152,2.751765012741089,1.6404567803863872,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.cross_attention.layer_norm_2.hat,0,7.880679607391357,5.942694187164307,1.326112258041635,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.cross_attention.layer_norm_2.in,0,4.698887348175049,2.9107954502105713,1.614296651396485,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.cross_attention.layer_norm_2.out,0,7.921526908874512,6.112674236297607,1.2959183824709282,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.cross_attention.layer_norm_att.centered,0,100869.4140625,8.098287582397461,12455.647324966703,-2.0,Q17.-2,4.0,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.cross_attention.layer_norm_att.hat,0,5.304427623748779,3.9884250164031982,1.3299554590930647,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.cross_attention.layer_norm_att.in,0,101887.5546875,8.096298217773438,12584.461681985831,-2.0,Q17.-2,4.0,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.cross_attention.layer_norm_att.out,0,5.110129356384277,3.953622579574585,1.2925182547227698,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.cross_attention.layer_norm_x.centered,0,5.213491439819336,2.8449673652648926,1.8325311929663952,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.cross_attention.layer_norm_x.hat,0,8.066951751708984,6.737443447113037,1.1973312748421858,11.0,Q4.11,0.00048828125,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.cross_attention.layer_norm_x.in,0,5.755276679992676,3.1096889972686768,1.8507563570015169,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.cross_attention.layer_norm_x.out,0,8.969566345214844,7.311490058898926,1.2267767955586355,11.0,Q4.11,0.00048828125,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.cross_attention.softmax.in,0,26.879873275756836,14.748896598815918,1.8225006254308425,10.0,Q5.10,0.0009765625,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.cross_attention.softmax.out,0,1.0,0.9963337182998657,1.003679772783752,14.0,Q1.14,6.103515625e-05,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.latent_attentions.0.gelu1.in,0,6.016366481781006,4.453156471252441,1.3510341531046437,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.latent_attentions.0.gelu1.out,0,5.982449054718018,3.6462323665618896,1.6407207367200782,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.latent_attentions.0.gelu2.in,0,5.164266109466553,3.9315483570098877,1.3135451075550804,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.latent_attentions.0.gelu2.out,0,4.775337219238281,3.27565336227417,1.4578273984164594,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.latent_attentions.0.layer_norm_1.centered,0,100868.7421875,8.185015678405762,12323.585702299684,-2.0,Q17.-2,4.0,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.latent_attentions.0.layer_norm_1.hat,0,5.3078436851501465,3.982865810394287,1.3326694741504967,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.latent_attentions.0.layer_norm_1.in,0,101886.9140625,8.092133522033691,12590.859232003142,-2.0,Q17.-2,4.0,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.latent_attentions.0.layer_norm_1.out,0,5.763265609741211,4.236146450042725,1.3604972532720356,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.latent_attentions.0.layer_norm_2.centered,0,5.608548164367676,3.4432952404022217,1.6288316199433786,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.latent_attentions.0.layer_norm_2.hat,0,8.039567947387695,6.142665863037109,1.3088076295611337,11.0,Q4.11,0.00048828125,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.latent_attentions.0.layer_norm_2.in,0,5.982449054718018,3.6462323665618896,1.6407207367200782,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.latent_attentions.0.layer_norm_2.out,0,8.745035171508789,6.322126865386963,1.3832425950493048,11.0,Q4.11,0.00048828125,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.latent_attentions.0.layer_norm_att.centered,0,100868.703125,8.555215835571289,11790.316581564575,-2.0,Q17.-2,4.0,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.latent_attentions.0.layer_norm_att.hat,0,5.463556289672852,3.990847587585449,1.3690215348410295,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.latent_attentions.0.layer_norm_att.in,0,101886.859375,8.493528366088867,11995.822582025148,-2.0,Q17.-2,4.0,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.latent_attentions.0.layer_norm_att.out,0,5.2781596183776855,4.0294365882873535,1.3099001566919015,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.latent_attentions.0.layer_norm_x.centered,0,100868.7421875,8.185015678405762,12323.585702299684,-2.0,Q17.-2,4.0,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.latent_attentions.0.layer_norm_x.hat,0,5.3078436851501465,3.982865810394287,1.3326694741504967,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.latent_attentions.0.layer_norm_x.in,0,101886.9140625,8.092133522033691,12590.859232003142,-2.0,Q17.-2,4.0,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.latent_attentions.0.layer_norm_x.out,0,5.2446980476379395,3.922935724258423,1.336931934725843,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.latent_attentions.0.softmax.in,0,48.641178131103516,25.21285057067871,1.9292216877559565,9.0,Q6.9,0.001953125,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.latent_attentions.0.softmax.out,0,1.0,0.9999943971633911,1.0000056028680009,14.0,Q1.14,6.103515625e-05,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.latent_attentions.1.gelu1.in,0,6.17722749710083,4.2252607345581055,1.4619754578877768,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.latent_attentions.1.gelu1.out,0,4.932173252105713,3.4224395751953125,1.4411279275322904,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.latent_attentions.1.gelu2.in,0,5.3816022872924805,4.204182147979736,1.2800592595348272,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.latent_attentions.1.gelu2.out,0,4.527290344238281,3.418349027633667,1.3244084520451302,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.latent_attentions.1.layer_norm_1.centered,0,100867.578125,8.358370780944824,12067.851590761567,-2.0,Q17.-2,4.0,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.latent_attentions.1.layer_norm_1.hat,0,5.538372993469238,4.017624855041504,1.3785191981076652,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.latent_attentions.1.layer_norm_1.in,0,101885.7421875,8.363363265991211,12182.388705009178,-2.0,Q17.-2,4.0,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.latent_attentions.1.layer_norm_1.out,0,5.940815448760986,4.1857008934021,1.419311986225644,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.latent_attentions.1.layer_norm_2.centered,0,4.733391761779785,3.1243538856506348,1.5149985997165858,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.latent_attentions.1.layer_norm_2.hat,0,8.564859390258789,6.3885817527771,1.34065113693437,11.0,Q4.11,0.00048828125,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.latent_attentions.1.layer_norm_2.in,0,4.932173252105713,3.4224395751953125,1.4411279275322904,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.latent_attentions.1.layer_norm_2.out,0,9.189199447631836,6.451665878295898,1.4243142191453677,11.0,Q4.11,0.00048828125,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_memory_blocks.0.latent_attentions.1.layer_norm_att.centered,0,100867.3203125,9.825362205505371,10266.015461087203,-2.0,Q17.-2,4.0,,,fx16 requant (non-linear I/O),DVS128_11
